"Store Name","Product Name",Vendor,UPI,"Product Category","Product Main Image URL","Primary Licensor"
"DZ Dezigns","Vice Tee","DZ Dezigns",UPI2606180794,"Shirts > Short sleeve t-shirts",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/DZ-Vice-1_5ae99339-420c-4232-a387-692137b8241a.jpg?v=1785898944,"DELTA ZETA"
"DZ Dezigns","Vogue Tee","DZ Dezigns",UPI2606187626,"Shirts > Short sleeve t-shirts",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/DZ-VogueTee-1_27b3d798-64c1-4ee9-bd69-2d631882b231.jpg?v=1785898946,"DELTA ZETA"
"DZ Dezigns","Voltage Crewneck","DZ Dezigns",UPI26061869381,"Sweatshirts > Crewneck sweatshirts",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/DZ-VoltageCrew2_efd096e8-0816-4733-83d9-3b8877ddb3ef.jpg?v=1785898948,"DELTA ZETA"
"DZ Dezigns","Wild Cherry Tee","DZ Dezigns",UPI2606182138,"Shirts > Short sleeve t-shirts",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/DZ-WildCherry2_e4d37a14-c957-44a6-8751-3827d2c5afc3.jpg?v=1785898953,"DELTA ZETA"
"DZ Dezigns","Webster Tee","DZ Dezigns",UPI2606180090,"Shirts > Short sleeve t-shirts",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/DZ-Webster-N_cbdf4dac-0b1b-414e-be94-0f227060ae68.jpg?v=1785898951,"DELTA ZETA"
"DZ Dezigns","Woodstock Tee","DZ Dezigns",UPI2606183306,"Shirts > Short sleeve t-shirts",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/DZ-WoodstockTee1_51ee0453-a613-49a7-9599-79d5205de692.jpg?v=1785898955,"DELTA ZETA"
"DZ Dezigns","USA Year Tee","DZ Dezigns",UPI2606180282,"Shirts > Short sleeve t-shirts",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/DZ-YearUSA1_f06f2357-5578-441c-913e-cc33bf90f2a5.jpg?v=1785898957,"DELTA ZETA"
"DZ Dezigns","Zoom Tee","DZ Dezigns",UPI26061846661,"Shirts > Short sleeve t-shirts",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/DZ-Zoom1_379bfaa0-9a11-4347-9e50-c266dd0cc1c4.jpg?v=1785898960,"DELTA ZETA"
"DZ Dezigns","Campaign Tee","DZ Dezigns",UPI2606186458,"Shirts > Short sleeve t-shirts",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/DZ-campaigntee_ccbe57e2-4640-4f8e-afc8-9dbfe7cc7a7e.jpg?v=1785898363,"DELTA ZETA"
"DZ Dezigns","Monogram Link Bracelet","Campus ID",UPI2606181578,"Jewelry > Bracelets",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/CID621LNK016_30ceb6df-0393-4a31-afc3-6c5cb04b35b9.png?v=1785898305,"DELTA ZETA"
"DZ Dezigns","Greek Letters Link Bracelet","Campus ID",UPI2606186058,"Jewelry > Bracelets",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/CID635LNK016_90c5e43a-242e-4ce0-87b9-88888facc585.png?v=1785898307,"DELTA ZETA"
"DZ Dezigns","Tear Drop Charm Necklace","Campus ID",UPI2606180538,"Jewelry > Necklaces",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/CID655P016SC_6365d446-8930-4df9-b0e6-b2d665ce2c0d.png?v=1785898309,"DELTA ZETA"
"DZ Dezigns","Letters Circle Drop Necklace","Campus ID",UPI2606182698,"Jewelry > Necklaces",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/CID621016SC_ef38a545-6732-43db-b0e6-7a784f8c7202.png?v=1785898303,"DELTA ZETA"
"DZ Dezigns","Vertical Bar Letters Necklace","DZ Dezigns",UPI2606180298,"Jewelry > Necklaces",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/CID670016SC_ab4632f7-35d6-4451-94b2-f757fa326e7c.png?v=1785898311,"DELTA ZETA"
"DZ Dezigns","Infinity Charm Necklace","Campus ID",UPI2606184682,"Jewelry > Necklaces",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/CID675016SC_f954a114-8b6e-45fe-b476-ca799c973c02.png?v=1785898313,"DELTA ZETA"
"DZ Dezigns","Horizontal Greek Letters Necklace","Campus ID",UPI2606182282,"Jewelry > Necklaces",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/CID680016_92dbcad4-51a2-44c8-b6cc-c3b50dc737ce.png?v=1785898315,"DELTA ZETA"
"DZ Dezigns","Bar Letters Necklace","Campus ID",UPI2606182202,"Jewelry > Necklaces",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/CID681016_f1aaaa7b-ccb6-4919-9cf1-2d0a0d401241.png?v=1785898317,"DELTA ZETA"
"DZ Dezigns","Cut Out Letters Pearl Bracelet","Campus ID",UPI2606189354,"Jewelry > Bracelets",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/CID689016_8ee0b4a2-6bac-4c1e-a336-716fbd4068f2.png?v=1785898319,"DELTA ZETA"
"DZ Dezigns","Engraved Letters Bangle","Campus ID",UPI2606180346,"Jewelry > Bracelets",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/CID700016_1b746554-515e-45e6-bb91-b075c0de0b11.png?v=1785898321,"DELTA ZETA"
"DZ Dezigns","White and Gold Water Bottle","Alex & Co",UPI2606188778,"Water bottles > Aluminum water bottles",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/aa3001dz_grande_af7cbda1-26cd-48dc-a67b-f6bb20d38ef0.jpg?v=1785898272,"DELTA ZETA"
"DZ Dezigns","Gold Dot Coffee Tumbler","Alex & Co",UPI2606185162,"Drinkware > Tumblers",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/aa3002dz_grande_3ab6eb95-fa02-431e-870d-9ea091f1e6fc.jpg?v=1785898273,"DELTA ZETA"
"DZ Dezigns","Glitter Tumbler","Alex & Co",UPI2606184506,"Drinkware > Tumblers",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/aa3003dz_grande_01b47eed-1b94-4ce3-af18-3538c9f5765c.jpg?v=1785898276,"DELTA ZETA"
"DZ Dezigns","Acrylic Keychain","Alex & Co",UPI2606189002,"Promotional > Key chains",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/aa3005dz_grande_2fcc6050-b0be-468b-a4d5-a50d41580254.jpg?v=1785898278,"DELTA ZETA"
"DZ Dezigns","Gold Dot Notepad","Alex & Co",UPI2606188762,"Paper/print goods > Note pads",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/aa3009dz_grande_978c514a-3131-40f7-b463-cfc993868fda.jpg?v=1785898279,"DELTA ZETA"
